ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000000076|8|||LAST SURVIVOR|This model cannot be selected as your Warlord.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000079|1|000008343||||Core||
000000079|2|000008346||||Core||
000000079|3|000008350||||Faction||
000000079|4|||Psychic Hood|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
000000079|5|||Veil of Time (Psychic)|While this model is leading a unit, weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
000000081|1|000008346||||Core||
000000081|2|000008350||||Faction||
000000081|3|||Lead From the Front|While this model is leading a unit, models in that unit have the Scouts 6" ability and ranged weapons equipped by models in that unit have the [ASSAULT] ability.|Datasheet||
000000081|4|||Lightning Assault|Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9" of this model, if this modelâs unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6".|Datasheet||
000000083|1|000008343||||Core||
000000083|2|000008346||||Core||
000000083|3|000008350||||Faction||
000000083|4|||Angelâs Wrath|While this model is leading a unit, each time that unit ends a Charge move, until the end of the turn, add 1 to the Strength characteristic of melee weapons equipped by models in that unit.|Datasheet||
000000083|5|||Rites of Battle|Once per battleÂ round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000000083|6|||Relic Shield|The bearer has a Wounds characteristic of 6.|Wargear||
000000084|1|000008339||||Core|D3|
000000084|2|000008350||||Faction||
000000084|3|||Interceptor|Each time this model makes a ranged attack that targets a unit that can Fly, add 1 to the Hit roll.|Datasheet||
000000085|1|000008339||||Core|D3|
000000085|2|000008350||||Faction||
000000085|3|||Self Repair|At the end of your Command phase, this model regains 1 lost wound.|Datasheet||
000000085|4|||Orbital Comms Array (Aura)|While a friendly <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit is within 6" of the bearer, each time you target that unit with a Stratagem, roll one D6: on a 5+, you gain 1CP.|Datasheet||
000000085|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000086|1|000008350||||Faction||
000000086|2|||Sentinel Protocols|Each time you select this unit for the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 4+ when resolving that Stratagem.|Datasheet||
000000087|1|000008339||||Core|1|
000000087|2|000008343||||Core||
000000087|3|000008350||||Faction||
000000087|4|||Drop Pod Assault|This model must start the battle in Reserves and can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model must immediately disembark after it has been set up on the battlefield, and they must be set up more than 9" away from all enemy models.|Datasheet||
000000087|5|||Combat Disembarkation|Each time a unit disembarks from this model after it has been set up on the battlefield, that unit is still eligible to declare a charge this turn.|Datasheet||
000000087|6|||Deployment Complete|Once this unit is set up on the battlefield and all units within it have disembarked, until the end of the battle, units cannot embark within this <span class="kwb">TRANSPORT</span>.|Datasheet||
000000087|7|||Designerâs Note|<i>The highlighted portions of this model are the only parts that are considered to make up its hull. Models can be set up or end a move on any part of this model that is not highlighted in red. If any models are on non-highlighted sections of this model when it is destroyed, place those models as close to their original position as possible, on the battlefield, after removing this model.</i><br><br>$000003426|ÐÐµÐ· Ð·Ð°Ð³Ð¾Ð»Ð¾Ð²ÐºÐ°||
000000091|1|000008339||||Core|D3|
000000091|2|000008350||||Faction||
000000091|3|||Ballistus Strike|Each time this model makes a ranged attack that targets a unit that is not Below Half-strength, you can re-roll the Hit roll.|Datasheet||
000000092|1|000008339||||Core|D3|
000000092|2|000008350||||Faction||
000000092|3|||Ferocious Assault|Each time this model makes a ranged attack that targets the closest eligible <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, add 1 to the Hit roll.|Datasheet||
000000092|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000093|1|000008339||||Core|D6|
000000093|2|000008350||||Faction||
000000093|3|||Sunderer of Fortresses|Each time this model makes an attack that targets a <span class="kwb">VEHICLE</span>, improve the Strength and Damage characteristic of that attack by 1 (if that attack targets a <span class="kwb">FORTIFICATION</span> unit, improve the Strength and Damage characteristics of that attack by 2 instead).|Datasheet||
000000094|1|000008346||||Core||
000000094|2|000008350||||Faction||
000000094|3|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
000000094|4|||Catechism of Fire|Each time this modelâs unit is selected to shoot, you can select one enemy unit within 12" of and visible to this model. Until the end of the phase, ranged weapons equipped by models in this modelâs unit have the [DEVASTATING WOUNDS] ability when targeting that enemy unit.|Datasheet||
000000095|1|000008350||||Faction||
000000095|2|||Honour Guard|While a Captain or Chapter Master model is leading this unit, each time an attack targets this unit, subtract 1 from the Wound roll.|Datasheet||
000000095|3|||Astartes Banner|While this unit contains an Ancient, add 1 to the Objective Control characteristic of models in this unit.|Datasheet||
000000095|4|||Honour or Death|While this unit contains a <span class="kwb">CHAPTER</span> <span class="kwb">CHAMPION</span>, add 1 to Advance and Charge rolls made for this unit and you can target this unit with the Heroic Intervention Stratagem for 0CP.|Datasheet||
000000095|5|||HONOUR GUARD OF MACRAGGE|Marneus Calgar can be attached to this unit. If a Captain model from your army with the <span class="kwb">LEADER</span> ability can be attached to a Command Squad, it can be attached to this unit instead.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000096|1|000008339||||Core|D3|
000000096|2|000008350||||Faction||
000000096|3|||Rites of Battle|Once per battleÂ round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000000096|4|||Death-hold|When making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
000000096|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000097|1|000008339||||Core|D6|
000000097|2|000008350||||Faction||
000000097|3|||Fortification|While an enemy unit is only within Engagement Range of one or more <span class="kwb">FORTIFICATIONS</span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. </li><li>Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle-shocked, except for those that will move over enemy models when doing so.</li></ul>|Datasheet||
000000097|4|||Ceramite Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">FORTIFICATION</span>, that model has the Benefit of Cover against that attack.|Datasheet||
000000097|5|||Defensive Array|You can target this <span class="kwb">FORTIFICATION</span> with the Fire Overwatch Stratagem for 0CP, and can do so even if you have already targeted another unit with that Stratagem this turn. This <span class="kwb">FORTIFICATION</span> can only be targeted with that Stratagem once per turn.|Datasheet||
000000098|1|000008350||||Faction||
000000098|2|||Sentinel Protocols|Each time you select this unit for the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 4+ when resolving that Stratagem.|Datasheet||
000000099|1|000008339||||Core|1|
000000099|2|||Sentry Programming|You can target this model with the Fire Overwatch Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this turn. This model can only be targeted with that Stratagem once per turn.|Datasheet||
000000103|1|000008350||||Faction||
000000103|2|||Total Obliteration|Each time a ranged attack made by a model in this unit targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> model, you can re-roll the Hit roll, you can re-roll the Wound roll and you can re-roll the Damage roll.|Datasheet||
000000104|1|000008343||||Core||
000000104|2|000008350||||Faction||
000000104|3|||Fury of the First|Each time a model in this unit makes an attack, you can ignore any or all modifiers to that attackâs Ballistic Skill or Weapon Skill characteristic and/or to the Hit roll. In addition, each time a model in this unit makes an attack that targets the enemy unit you selected for the Oath of Moment ability this turn, add 1 to the Hit roll.|Datasheet||
000000104|4|||Grenade Harness|The bearer has the <span class="kwb">GRENADES</span> keyword.|Wargear||
000000104|5|||ATTACHED UNITS|If a Character unit from your army with the Leader ability can be attached to a Terminator Squad, it can also be attached to this unit.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000107|1|000008339||||Core|1|
000000107|2|000008343||||Core||
000000107|3|000008350||||Faction||
000000107|4|||Fire and Redeploy|In your Shooting phase, each time this model has shot, if it is not within Engagement Range of any enemy units, it can make a Normal move of up to D6". If it does, until the end of the turn, this model is not eligible to declare a charge.|Datasheet||
000000107|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000110|1|000008350||||Faction||
000000110|2|||Powerful Volley|Each time this model shoots in your Shooting phase, provided it Remained Stationary this turn, all [HEAVY] weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
